from;to
95590;MBOSchoenhersteller (Schoenhersteller/Ondernemer) (vakopleiding)
95600;MBOLeidinggevende vers (Chef vers) (vakopleiding)
95610;MBOLeidinggevende vers (Ondernemer vers) (middenkaderopleiding)
95620;MBOBinnenvaart (Matroos binnenvaart) (basisberoepsopleiding)
95630;MBOBinnenvaart (Schipper binnenvaart) (vakopleiding)
95640;MBOBinnenvaart (Kapitein binnenvaart) (middenkaderopleiding)
95650;MBOMachinist Railvervoer (Machinist railvervoer) (vakopleiding)
95660;MBOVliegtuigonderhoud Part-66 (Eerste monteur Part-66 Cat.A) (vakopleiding)
95670;MBOVliegtuigonderhoud Part-66 (middenkaderopleiding)
95671;MBOVliegtuigonderhoud Part-66 (Technicus Part-66 Cat.B2) (middenkaderopleiding)
95672;MBOVliegtuigonderhoud Part-66 (Technicus Part-66 Cat.B2) (middenkaderopleiding)
95680;MBOAllround natuursteenbewerker (vakopleiding)
95681;MBOAllround sloper (vakopleiding)
95682;MBOSloper (basisberoepsopleiding)
95683;MBOLogistiek medewerker versindustrie (basisberoepsopleiding)
95684;MBOGezel schilder (vakopleiding)
95685;MBORestauratiestukadoor (middenkaderopleiding)
95686;MBOAllround voedingsoperator (vakopleiding)
95687;MBOAssistent operator productietechniek (assistentenopleiding)
95688;MBOBasisoperator (assistentenopleiding)
95689;MBOIsolatiemonteur (basisberoepsopleiding)
95690;MBOPlaatwerker (basisberoepsopleiding)
95691;MBOVoedingsoperator (basisberoepsopleiding)
95692;MBOOpmeter (vakopleiding)
95693;MBOBehoudsmedewerker (middenkaderopleiding)
95694;MBOLeestenmaker (vakopleiding)
95695;MBOOrthopedisch Schoentechnicus (middenkaderopleiding)
95696;MBOOrthopedisch Technicus (middenkaderopleiding)
95697;MBOOrthopedisch Technisch Medewerker (vakopleiding)
95698;MBOSchoentechnisch Voorzieningenmaker (basisberoepsopleiding)
95699;MBOApplicatieontwikkelaar (middenkaderopleiding)
95700;MBOGamedeveloper (middenkaderopleiding)
95701;MBOMediadeveloper (middenkaderopleiding)
95702;MBOAV-specialist (middenkaderopleiding)
95703;MBOAV-specialist (middenkaderopleiding)
95704;MBOAV-specialist (middenkaderopleiding)
95705;MBOAllround DTP-er (vakopleiding)
95706;MBOAllround DTP-er (vakopleiding)
95707;MBOMedewerker DTP (basisberoepsopleiding)
95708;MBOMedewerker DTP (basisberoepsopleiding)
95709;MBOICT-beheerder (middenkaderopleiding)
95710;MBOMediaworkflowbeheerder (middenkaderopleiding)
95711;MBONetwerkbeheerder (middenkaderopleiding)
95712;MBOmedewerker Podium- en evenemententechniek (basisberoepsopleiding)
95713;MBOPodium- en evenemententechnicus (vakopleiding)
95714;MBOPodium- en evenemententechnicus Geluid (middenkaderopleiding)
95715;MBOPodium- en evenemententechnicus Licht (middenkaderopleiding)
95716;MBOPodium- en evenemententechnicus Podium & Rigging (middenkaderopleiding)
95717;MBOBasismedewerker printmedia (basisberoepsopleiding)
95718;MBODigitaal Drukker (vakopleiding)
95719;MBODrukker (vakopleiding)
95720;MBONabewerker (vakopleiding)
95721;MBOPrintmediatechnoloog (middenkaderopleiding)
95722;MBOTechnisch Specialist Verbrandingsmotoren (middenkaderopleiding)
95723;MBOTouringcarchauffeur (basisberoepsopleiding)
95724;MBOTouringcarchauffeur / reisleider (vakopleiding)
95725;MBOCoordinator Havenoperaties (vakopleiding)
95726;MBOManager Havenoperaties (middenkaderopleiding)
95727;MBOMedewerker Havenoperaties (basisberoepsopleiding)
95728;MBOMaritiem officier alle schepen (middenkaderopleiding)
95729;MBOScheepswerktuigkundige alle schepen (middenkaderopleiding)
95730;MBOStuurman alle schepen (middenkaderopleiding)
95731;MBOScheepswerktuigkundige kleine schepen (vakopleiding)
95732;MBOStuurman kleine schepen (vakopleiding)
95733;MBOStuurman-werktuigkundige kleine schepen (vakopleiding)
95734;MBOScheepswerktuigkundige waterbouw (middenkaderopleiding)
95735;MBOStuurman waterbouw (middenkaderopleiding)
95736;MBOSchipper-machinist beperkt werkgebied (basisberoepsopleiding)
95737;MBOStuurman alle vissersschepen S4 (middenkaderopleiding)
95738;MBOStuurman-scheepswerktuigkundige vissersschepen SW5 (vakopleiding)
95739;MBOWerktuigkundige alle vissersschepen W4 (middenkaderopleiding)
95740;MBOSpecialist mode/maatkleding (middenkaderopleiding)
95741;MBOAfrokapper (vakopleiding)
95742;MBOOndernemend kapper (middenkaderopleiding)
95743;MBOMedisch Pedicure (middenkaderopleiding)
95744;MBOPedicure (vakopleiding)
95745;MBOAllround schoonheidsspecialist (middenkaderopleiding)
95746;MBOSchoonheidsspecialist (vakopleiding)
95747;MBOUitvoerend bakker (basisberoepsopleiding)
95748;MBOZelfstandig werkend banketbakker (vakopleiding)
95749;MBOZelfstandig werkend broodbakker (vakopleiding)
95750;MBOFacilitair leidinggevende (middenkaderopleiding)
95751;MBOFacilitair medewerker (basisberoepsopleiding)
95752;MBOAllround operator productietechniek (vakopleiding)
95753;MBOOperator B (vakopleiding)
95754;MBOSpecialist textiel (vakopleiding)
95755;MBOAllround logistiek medewerker houthandel (vakopleiding)
95756;MBOLogistiek medewerker houthandel (basisberoepsopleiding)
95757;MBOMeewerkend leidinggevende logistiek houthandel (middenkaderopleiding)
95758;MBOOperator A (basisberoepsopleiding)
95759;MBOOperator productietechniek (basisberoepsopleiding)
95760;MBOOperator textiel (basisberoepsopleiding)
95761;MBOConstructiewerker (basisberoepsopleiding)
95762;MBOEerste monteur (vakopleiding)
95763;MBOTechnicus avionica (middenkaderopleiding)
95764;MBOTechnicus mechanica (middenkaderopleiding)
95765;MBOBalie-/shopmedewerker (basisberoepsopleiding)
95766;MBOMonteur (basisberoepsopleiding)
95767;MBOStuurman werktuigkundige zeevisvaart (basisberoepsopleiding)
95768;MBOAssistent logistiek (overige opleiding)
95769;MBOAssistent dienstverlening en zorg (overige opleiding)
95770;MBOAssistent procestechniek (overige opleiding)
95771;MBOAssistent bouwen, wonen en onderhoud (overige opleiding)
95772;MBOAssistent verkoop/retail (overige opleiding)
95773;MBOAssistent mobiliteitsbranche (overige opleiding)
95774;MBOAssistent horeca, voeding of voedingsindustrie (overige opleiding)
95775;MBOAssistent installatie- en constructietechniek (overige opleiding)
97010;MBOManager vershandel, logistiek en transport (middenkaderopleiding)
97020;MBOAssistent medewerker voedsel en leefomgeving (assistentenopleiding)
97021;MBOAssistent medewerker voedsel en leefomgeving (Dierverzorging/dierhouderij) (assistentenopleiding)
97022;MBOAssistent medewerker voedsel en leefomgeving (Groene detailhandel) (assistentenopleiding)
97023;MBOAssistent medewerker voedsel en leefomgeving (Natuur en leefomgeving) (assistentenopleiding)
97024;MBOAssistent medewerker voedsel en leefomgeving (Plantenteelt) (assistentenopleiding)
97025;MBOAssistent medewerker voedsel en leefomgeving (Voedingsindustrie) (assistentenopleiding)
97030;MBOTeelt en ondernemerschap (middenkaderopleiding)
97031;MBOMiddenkaderfunctionaris plant (Bedrijfsleider biologisch-dynamisch bedrijf) (middenkaderopleiding)
97032;MBOMiddenkaderfunctionaris plant (Bedrijfsleider gemechaniseerd loonbedrijf) (middenkaderopleiding)
97033;MBOTeelt en ondernemerschap (Manager binnenteelt) (middenkaderopleiding)
97034;MBOTeelt en ondernemerschap (Manager buitenteelt) (middenkaderopleiding)
97040;MBODierenassistent paraveterinair (middenkaderopleiding)
97050;MBODierenhouderij (middenkaderopleiding)
97051;MBODierenhouderij (Dierenhouder graasdieren) (middenkaderopleiding)
97052;MBODierenhouderij (Dierenhouder hokdieren) (middenkaderopleiding)
97053;MBODierenhouderij (Manager dierverzorging) (middenkaderopleiding)
97054;MBODierenhouderij (Melkveehouder) (middenkaderopleiding)
97070;MBOGespecialiseerd dierverzorger (vakopleiding)
97071;MBOGespecialiseerd dierverzorger (Dierentrimmer) (vakopleiding)
97072;MBOGespecialiseerd dierverzorger (Hoefsmid) (vakopleiding)
97073;MBOGespecialiseerd dierverzorger (Rundveepedicure) (vakopleiding)
97080;MBOIn- en verkoop vershandel (vakopleiding)
97081;MBOIn- en verkoop vershandel (Inkoper vershandel) (vakopleiding)
97082;MBOIn- en verkoop vershandel (Verkoper vershandel) (vakopleiding)
97090;MBOManager natuur en recreatie (middenkaderopleiding)
97100;MBOBinnenteelt (Medewerker binnenteelt) (basisberoepsopleiding)
97110;MBOBinnenteelt (Vakbekwaam medewerker binnenteelt) (vakopleiding)
97120;MBOBiologisch-dynamisch bedrijf (Medewerker biologisch-dynamisch bedrijf) (basisberoepsopleiding)
97130;MBOBiologisch-dynamisch bedrijf (Vakbekwaam medewerker biologisch-dynamisch bedrijf) (vakopleiding)
97140;MBOGroen, grond, infra (Medewerker gemechaniseerd loonbedrijf) (basisberoepsopleiding)
97150;MBOGroen, grond, infra (Vakbekwaam medewerker gemechaniseerd loonbedrijf) (vakopleiding)
97160;MBOVershandel, logistiek en transport (Medewerker vershandel, logistiek en transport) (basisberoepsopleiding)
97170;MBOVershandel, logistiek en transport (Vakbekwaam medewerker vershandel, logistiek en transport) (vakopleiding)
97180;MBOMedewerker natuur en leefomgeving (basisberoepsopleiding)
97181;MBOMedewerker natuur en leefomgeving (Medewerker bos en natuurbeheer) (basisberoepsopleiding)
97182;MBOMedewerker natuur en leefomgeving (Medewerker hoveniersbedrijf/ groenvoorziening) (basisberoepsopleiding)
97183;MBOMedewerker natuur en leefomgeving (Medewerker land, water en milieutechniek) (basisberoepsopleiding)
97184;MBOMedewerker natuur en leefomgeving (Medewerker recreatiebedrijf) (basisberoepsopleiding)
97190;MBOBuitenteelt (Medewerker buitenteelt) (basisberoepsopleiding)
97200;MBOBuitenteelt (Vakbekwaam medewerker buitenteelt) (vakopleiding)
97210;MBOTechnoloog voedingsindustrie (middenkaderopleiding)
97211;MBOTechnoloog voedingsindustrie (Specialist product en proces) (middenkaderopleiding)
97212;MBOTechnoloog voedingsindustrie (Teamleider/ coordinator) (middenkaderopleiding)
97213;MBOTechnoloog voedingsindustrie (Kwaliteitsmedewerker) (middenkaderopleiding)
97220;MBOPaardensport (Begeleider paardensport II) (basisberoepsopleiding)
97230;MBOPaardensport (Instructeur paardensport III) (vakopleiding)
97240;MBOPaardensport (middenkaderopleiding)
97241;MBOPaardensport (Instructeur paardensport IV) (middenkaderopleiding)
97242;MBOPaardensport (Manager paardensportbedrijf) (middenkaderopleiding)
97250;MBONatuur en groene ruimte (vakopleiding)
97251;MBOVakbekwaam medewerker natuur en leefomgeving (Vakbekwaam medewerker bos en natuurbeheer) (vakopleiding)
97252;MBONatuur en groene ruimte 3 (Vakbekwaam medewerker groenvoorziening) (vakopleiding)
97253;MBONatuur en groene ruimte 3 (Vakbekwaam hovenier) (vakopleiding)
97254;MBONatuur en groene ruimte 3 (Vakbekwaam medewerker land, water en milieu) (vakopleiding)
97255;MBONatuur en groene ruimte 3 (Vakbekwaam medewerker recreatiebedrijf) (vakopleiding)
97260;MBOVormgever leefomgeving (middenkaderopleiding)
97261;MBOVormgever leefomgeving (Arrangeur/vormgever) (middenkaderopleiding)
97262;MBOVormgever leefomgeving (Ondernemer bloemist) (middenkaderopleiding)
97270;MBOVakfunctionaris zorg en leefomgeving (Werkbegeleider agrarisch zorgbedrijf) (middenkaderopleiding)
97280;MBOBloembinder (Tweede bloembinder) (basisberoepsopleiding)
97290;MBOBloembinder (Eerste bloembinder) (vakopleiding)
97300;MBOGroene detailhandel (Medewerker groene detailhandel) (basisberoepsopleiding)
97310;MBOGroene detailhandel (Vakbekwaam medewerker groene detailhandel) (vakopleiding)
97320;MBOManager groene detailhandel (middenkaderopleiding)
97330;MBOMedewerker dierverzorging (basisberoepsopleiding)
97340;MBOAllround operator (Allround voedingsoperator) (vakopleiding)
97350;MBOAssistent voedingsindustrie (assistentenopleiding)
97360;MBODierverzorging (vakopleiding)
97361;MBODierverzorging 3/4 (Dierverzorger graasdieren) (vakopleiding)
97362;MBODierverzorging 3/4 (Dierverzorger hokdieren) (vakopleiding)
97363;MBODierverzorging 3/4 (Dierverzorger melkvee) (vakopleiding)
97364;MBODierverzorging 3/4 (Dierverzorger recreatiedieren) (vakopleiding)
97365;MBODierverzorging 3/4 (Proefdierverzorger) (vakopleiding)
97366;MBODierverzorger (Biotechnicus) (middenkaderopleiding)
97370;MBOMilieu en ruimte (middenkaderopleiding)
97371;MBOMilieu en ruimte (Toezichthouder milieu en ruimte) (middenkaderopleiding)
97372;MBOMilieu en ruimte (Milieufunctionaris) (middenkaderopleiding)
97380;MBOOperator (Voedingsoperator) (basisberoepsopleiding)
97390;MBOArbeidsmarktgekwalificeerd assistent (Voedsel en leefomgeving) (assistentenopleiding)
97400;MBOGezelschapsdierenbranche (Ondernemer gezelschapsdieren) (middenkaderopleiding)
97410;MBOGezelschapsdierenbranche (Vakbekwaam verkoper gezelschapsdieren) (vakopleiding)
97420;MBOBloemendetailhandel (Medewerker bloembinden) (basisberoepsopleiding)
97430;MBOBloemendetailhandel (Vakbekwaam medewerker bloembinden) (vakopleiding)
97440;MBOBloemendetailhandel (Manager bloembinden) (middenkaderopleiding)
97450;MBOGroene detailhandel (Manager groene detailhandel) (middenkaderopleiding)
97460;MBOTrimmer (vakopleiding)
97470;MBOAssistent medewerker voedsel en leefomgeving (assistentenopleiding)
97471;MBOAssistent medewerker voedsel en leefomgeving (Assistent dierverzorging) (assistentenopleiding)
97472;MBOAssistent medewerker voedsel en leefomgeving (Assistent groene detailhandel) (assistentenopleiding)
97473;MBOAssistent medewerker voedsel en leefomgeving (Assistent natuur en groen) (assistentenopleiding)
97474;MBOAssistent medewerker voedsel en leefomgeving (Assistent plantenteelt) (assistentenopleiding)
97475;MBOAssistent medewerker voedsel en leefomgeving (Assistent voeding/voedingsindustrie) (assistentenopleiding)
97480;MBONatuur en vormgeving (Vakbekwaam medewerker natuur en vormgeving) (vakopleiding)
97490;MBONatuur en vormgeving (Specialist natuur en vormgeving) (middenkaderopleiding)
97500;MBODierenverzorging 3/4  (Biotechnicus) (middenkaderopleiding)
97510;MBOHoefsmid (vakopleiding)
97520;MBOKwaliteitscoordinator (middenkaderopleiding)
97530;MBONatuur en groene ruimte (basisberoepsopleiding)
97531;MBONatuur en groene ruimte 2 (Medewerker buitenruimte) (basisberoepsopleiding)
97532;MBONatuur en groene ruimte 2 (Medewerker recreatiebedrijf) (basisberoepsopleiding)
97540;MBOVoedingsmanagemant (middenkaderopleiding)
97541;MBOVoedingsmanagement (Voedingsspecialist) (middenkaderopleiding)
97542;MBOVoedingsmanagement (Manager voeding) (middenkaderopleiding)
97550;MBOZorg, natuur en gezondheid (vakopleiding)
97551;MBOZorg, natuur en gezondheid (Werkbegeleider zorgbedrijf dier) (vakopleiding)
97552;MBOZorg, natuur en gezondheid (Werkbegeleider zorgbedrijf plant) (vakopleiding)
97560;MBOZorg, natuur en gezondheid (middenkaderopleiding)
97561;MBOZorg, natuur en gezondheid (Ondernemer zorgbedrijf dier) (middenkaderopleiding)
97562;MBOZorg, natuur en gezondheid (Ondernemer zorgbedrijf plant) (middenkaderopleiding)
97570;MBORundveepedicure (vakopleiding)
97590;MBODierenartsassistent paraveterinair (middenkaderopleiding)
97640;MBOBiologisch-dynamisch bedrijf (Manager biologisch-dynamisch bedrijf) (middenkaderopleiding)
97650;MBOGroen, grond, infra (Manager gemechaniseerd loonbedrijf) (middenkaderopleiding)
97660;MBOTeelt 2/3 (Medewerker teelt) (basisberoepsopleiding)
97670;MBOTeelt 2/3 (Vakbekwaam medewerker teelt) (vakopleiding)
97680;MBOTeelt 4 (middenkaderopleiding)
97681;MBOTeelt 4 (Manager teelt) (middenkaderopleiding)
97682;MBOTeelt 4 (Specialist teelt en techniek) (middenkaderopleiding)
97683;MBOTeelt 4 (Teamleider teelt en arbeid) (middenkaderopleiding)
97690;MBOIn- en verkoop vershandel (In- en verkoper vershandel) (middenkaderopleiding)
97700;MBOProductiedieren (vakopleiding)
97701;MBOProductiedieren (Dierverzorger graasdieren) (vakopleiding)
97702;MBOProductiedieren (Dierverzorger hokdieren) (vakopleiding)
97703;MBOProductiedieren (Dierverzorger melkvee) (vakopleiding)
97710;MBOProductiedieren (middenkaderopleiding)
97711;MBOProductiedieren (Dierenhouder graasdieren) (middenkaderopleiding)
97712;MBOProductiedieren (Dierenhouder hokdieren) (middenkaderopleiding)
97713;MBOProductiedieren (Melkveehouder) (middenkaderopleiding)
97720;MBORecreatiedieren (Dierverzorger recreatiedieren) (vakopleiding)
97730;MBORecreatiedieren (Ondernemer/manager recreatiedieren) (middenkaderopleiding)
97740;MBOLogistiek vakman (Medewerker vershandel, logistiek en transport) (basisberoepsopleiding)
97750;MBOLogistiek vakman (Vakbekwaam medewerker vershandel, logistiek en transport) (vakopleiding)
97760;MBOLogistiek vakman (middenkaderopleiding)
97761;MBOLogistiek vakman (Manager vershandel, logistiek en transport) (middenkaderopleiding)
97762;MBOLogistiek vakman (Specialist logistiek en kwaliteit) (middenkaderopleiding)
97770;MBOProefdieren (Proefdierverzorger) (vakopleiding)
97780;MBOProefdieren (Biotechnicus) (middenkaderopleiding)
97790;MBOOndernemer gezelschapsdieren (middenkaderopleiding)
97791;MBOVakbekwaam verkoper gezelschapsdieren (vakopleiding)
97792;MBOManager groene detailhandel (middenkaderopleiding)
97793;MBOMedewerker groene detailhandel (basisberoepsopleiding)
97794;MBOVakbekwaam medewerker groene detailhandel (vakopleiding)
97795;MBOManager teelt en gewasbescherming (middenkaderopleiding)
97796;MBOAssistent logistiek (overige opleiding)
97797;MBOAssistent horeca, voeding of voedingsindustrie (overige opleiding)
97798;MBOAssistent verkoop/retail (overige opleiding)
97799;MBOAssistent plant of (groene) leefomgeving (overige opleiding)
99994;MBOVoorbereidende lerarenopleiding (gegeven door de PTHN)
99995;MBOMTS met verklaring
99996;MBOMBO - Agrarisch
99997;MBOMBO - Technisch
99998;MBOMBO - Economisch
99999;MBOMBO - Dienstverlening en gezondheidszorg
M5001;MBOBouwkunde
M5003;MBOMotorvoertuigentechniek / Carosserietechniek
M5005;MBOElektrotechniek
M5007;MBOInstallatietechniek
M5032;MBOProcestechniek
M5077;MBOStuurman/werktuigkundige zeevisvaart sw-V
M5087;MBOAankomend schipper Europese binnenwateren
M5120;MBOAlgemene operationele technologie
M5121;MBOAlgemene operationele technologie/praktijk
M5185;MBOGraveren
M5186;MBOGraveren/praktijk
M5235;MBOVliegtuigtechniek
M5236;MBOVliegtuigtechniek/praktijk
M5240;MBOVliegtuiginstr.t,
M5241;MBOVliegtuiginstr.t./praktijk
M5245;MBOVliegtuigelectr.t.
M5246;MBOVliegtuitelectr.t./praktijk
M5248;MBOMiddenkader confectie-industrie/praktijk
M5250;MBOAvionicatechniek
M5251;MBOAvionicatechniek/praktijk
M5257;MBOMiddenkader confectie-industrie
M5279;MBOTechnische informatica
M5280;MBOTechnische informatica/praktijk
M5291;MBOProdl. indust. bakkersbedrijf
M5292;MBOProdl.indust.bakkersbedrij./praktijk
M5534;MBOBiologische laboratoriumtechniek (tussen)
M5542;MBOMedische laboratoriumtechniek (tussen)
M5547;MBOChemische laboratoriumtechniek (tussen)
M5655;MBOMateriaaltechnologie
M6511;MBOCommerciele dienstverlening (administratie)
M6525;MBOLogistiek
M6536;MBODetailhandel
M6541;MBOCommerciele dienstverlening (handel)
M6547;MBOMB Toeristisch- en recreatief. onderwijs
M6557;MBOMB Toerist- en recreatie-ondw.praktijk
M6560;MBOLevensmiddelenhandel
M7084;MBOHout, timmer en meubelindustrie (Kaderfunctionaris)
M7515;MBOVerzorging
M7516;MBOSociaal-juridische dienstv.
M7520;MBOMode en kleding
M7531;MBOHaarverzorging
M7532;MBOSchoonheidsverzorging
M7536;MBOVoetverzorging
M7936;MBOVeehouderij
M7937;MBOVeehouderij (tussen)
M8000;MBOElektrotechniek (tussen)
S0100;VO Staatsexamen VWO
S0170;VO Staatsexamen VWO Prf Nat/Tech
S0171;VO Staatsexamen VWO Prf Nat/Gezond
S0172;VO Staatsexamen VWO Prf Ec/Maat
S0173;VO Staatsexamen VWO Prf Cul/Maat
S0174;VO Staatsexamen VWO Prf Nat/Tech & Nat/Gezond
S0175;VO Staatsexamen VWO Prf Nat/Tech & Ec/Maat
S0176;VO Staatsexamen VWO Prf Nat/Tech & Cul/Maat
S0177;VO Staatsexamen VWO Prf Nat/Gezond & Cul/Maat
S0178;VO Staatsexamen VWO Prf Nat/Gezond & Ec/Maat
S0179;VO Staatsexamen VWO Prf Ec/Maat & Cul/Maat
S0300;VO Staatsexamen HAVO
S0370;VO Staatsexamen HAVO Prf Nat/Tech
S0371;VO Staatsexamen HAVO Prf Nat/Gezond
S0372;VO Staatsexamen HAVO Prf Ec/Maat
S0373;VO Staatsexamen HAVO Prf Cul/Maat
S0374;VO Staatsexamen HAVO Prf Nat/Tech & Nat/Gezond
S0375;VO Staatsexamen HAVO Prf Nat/Tech & Ec/Maat
S0376;VO Staatsexamen HAVO Prf Nat/Tech & Cul/Maat
S0377;VO Staatsexamen HAVO Prf Nat/Gezond &Cul/Maat
S0378;VO Staatsexamen HAVO Prf Nat/Gezond & Ec/Maat
S0379;VO Staatsexamen HAVO Prf Ec/Maat & Cul/Maat
S0400;VO Staatsexamen VMBO-TL
S0470;VO Staatsexamen VMBO-TL Profiel Techniek
S0471;VO Staatsexamen VMBO-TL Profiel Zorg en Welzijn
S0472;VO Staatsexamen VMBO-TL Profiel Economie
S0473;VO Staatsexamen VMBO-TL Profiel Landbouw
S2700;VO Staatsexamen VMBO-GL
S2710;VO Staatsexamen VMBO-GL Profiel Techniek
S2730;VO Staatsexamen VMBO-GL Profiel Zorg en Welzijn
S2750;VO Staatsexamen VMBO-GL Profiel Economie
S2770;VO Staatsexamen VMBO-GL Profiel Landbouw
S2800;VO Staatsexamen VMBO-KL
S2810;VO Staatsexamen VMBO-KL Profiel Techniek
S2830;VO Staatsexamen VMBO-KL Profiel Zorg en Welzijn
S2850;VO Staatsexamen VMBO-KL Profiel Economie
S2870;VO Staatsexamen VMBO-KL Profiel Landbouw
S2900;VO Staatsexamen VMBO-BL
S2910;VO Staatsexamen VMBO-BL Profiel Techniek
S2930;VO Staatsexamen VMBO-BL Profiel Zorg en Welzijn
S2950;VO Staatsexamen VMBO-BL Profiel Economie
S2970;VO Staatsexamen VMBO-BL Profiel Landbouw
V0001;VO VAVO mavo
V0002;VO VAVO havo
V0003;VO VAVO vwo
V0010;VO AVO Algemeen Leerjaar
V0011;VO Leerjaar Voorbereidend op HAVO/VMBO-Theoretische/Gemengde Leerweg
V0012;VO Leerjaar Voorbereidend op VMBO Gemengde Leerweg
V0013;VO Leerjaar Voorbereidend op VMBO Theoretische/Gemengde Leerweg
V0015;VO Leerjaar Voorbereidend op VWO/HAVO
V0016;VO Leerjaar Voorbereidend op VWO/HAVO/VMBO-Theoretische/Gemengde Leerweg
V0017;VO Leerjaar Voorbereidend op VWO
V0020;VO AVO & LBO gemeenschappelijk leerjaar
V0021;VO AVO & VBO/VMBO Algemeen Leerjaar
V0022;VO Leerjaar Voorbereidend op HAVO/VMBO-Alle leerwegen
V0023;VO Leerjaar Voorbereidend op VMBO-Alle leerwegen
V0024;VO Leerjaar Voorbereidend op VWO/HAVO/VMBO-Alle leerwegen
V0025;VO MAVO & LBO gemengd leerjaar
V0026;VO MAVO & LBO gemengd leerjaar (AVO)
V0027;VO MAVO & LBO gemengd leerjaar (LBO)
V0028;VO AVO& LBO niet-heterogeen (code was 0022)
V0030;VO VBO Algemeen Leerjaar
V0031;VO Leerjaar Voorbereidend op VMBO Basisberoepsgerichte Leerweg
V0032;VO Leerjaar Voorbereidend op VMBO Kaderberoepsgerichte Leerweg
V0033;VO Leerjaar Voorbereidend op VMBO Basisberoeps-/Kaderberoepsgerichte Leerweg
V0035;VO LWOO Algemeen Leerjaar
V0036;VO LWOO Algemene Voorbereiding op Maatschappij en Beroep
V0041;VO Leerjaar LWOO Voorbereidend op Basisberoepsgerichte Leerweg
V0042;VO Leerjaar LWOO Voorbereidend op Gemengde Leerweg
V0043;VO Leerjaar LWOO Voorbereidend op Kaderberoepsgerichte Leerweg
V0044;VO Leerjaar LWOO Voorbereidend op Theoretische/Gemengde Leerweg
V0045;VO Leerjaar LWOO Voorbereidend op Basisberoeps-/Kaderberoepsgerichte Leerweg
V0046;VO Leerjaar LWOO Voorbereidend op Alle Leerwegen
V0050;VO MAVO en VBO Gemengd Diploma
V0055;VO MAVO en LWOO Gemengd Diploma
V0076;VO Praktijkgericht Beroepsonderwijs VBO
V0090;VO Praktijkonderwijs
V0100;VO VWO-ATHENEUMSTROOM
V0110;VO ATHENEUM ONGESUBSIDIEERD
V0150;VO VWO-ATHENEUMSTROOM Oud Profiel Natuur en Techniek
V0151;VO VWO-ATHENEUMSTROOM Oud Profiel Natuur en Gezondheid
V0152;VO VWO-ATHENEUMSTROOM Oud Profiel Economie en Maatschappij
V0153;VO VWO-ATHENEUMSTROOM Oud Profiel Cultuur en Maatschappij
V0154;VO VWO-ATHENEUMSTROOM Oud Profiel Natuur en Techniek & Profiel Natuur en Gezondheid
V0155;VO VWO-ATHENEUMSTROOM Oud Profiel Natuur en Techniek & Profiel Economie en Maatschappij
V0156;VO VWO-ATHENEUMSTROOM Oud Profiel Natuur en Techniek & Profiel Cultuur en Maatschappij
V0157;VO VWO-ATHENEUMSTROOM Oud Profiel Natuur en Gezondheid & Profiel Cultuur en Maatschappij
V0158;VO VWO-ATHENEUMSTROOM Oud Profiel Natuur en Gezondheid & Profiel Economie en Maatschappij
V0159;VO VWO-ATHENEUMSTROOM Oud Profiel Economie en Maatschappij & Profiel Cultuur en Maatschappij
V0170;VO VWO-ATHENEUMSTROOM Profiel Natuur en Techniek
V0171;VO VWO-ATHENEUMSTROOM Profiel Natuur en Gezondheid
V0172;VO VWO-ATHENEUMSTROOM Profiel Economie en Maatschappij
V0173;VO VWO-ATHENEUMSTROOM Profiel Cultuur en Maatschappij
V0174;VO VWO-ATHENEUMSTROOM Profiel Natuur en Techniek & Nieuw Profiel Natuur en Gezondheid
V0175;VO VWO-ATHENEUMSTROOM Profiel Natuur en Techniek & Nieuw Profiel Economie en Maatschappij
V0176;VO VWO-ATHENEUMSTROOM Profiel Natuur en Techniek & Nieuw Profiel Cultuur en Maatschappij
V0177;VO VWO-ATHENEUMSTROOM Profiel Natuur en Gezondheid & Nieuw Profiel Cultuur en Maatschappij
V0178;VO VWO-ATHENEUMSTROOM Profiel Natuur en Gezondheid & Nieuw Profiel Economie en Maatschappij
V0179;VO VWO-ATHENEUMSTROOM Profiel Economie en Maatschappij & Nieuw Profiel Cultuur en Maatschappij
V0200;VO VWO-GYMNASIUMSTROOM
V0210;VO GYMNASIUM ONGESUBSIDIEERD
V0250;VO VWO-GYMNASIUMSTROOM Oud Profiel Natuur en Techniek
V0251;VO VWO-GYMNASIUMSTROOM Oud Profiel Natuur en Gezondheid
V0252;VO VWO-GYMNASIUMSTROOM Oud Profiel Economie en Maatschappij
V0253;VO VWO-GYMNASIUMSTROOM Oud Profiel Cultuur en Maatschappij
V0254;VO VWO-GYMNASIUMSTROOM Oud Profiel Natuur en Techniek & Profiel Natuur en Gezondheid
V0255;VO VWO-GYMNASIUMSTROOM Oud Profiel Natuur en Techniek & Profiel Economie en Maatschappij
V0256;VO VWO-GYMNASIUMSTROOM Oud Profiel natuur en Techniek & Profiel Cultuur en Maatschappij
V0257;VO VWO-GYMNASIUMSTROOM Oud Profiel Natuur en Gezondheid & Profiel Cultuur en Maatschappij
V0258;VO VWO-GYMNASIUMSTROOM Oud Profiel Natuur en Gezondheid & Profiel Economie en Maatschappij
V0259;VO VWO-GYMNASIUMSTROOM Oud Profiel Economie en Maatschappij & Profiel Cultuur en Maatschappij
V0270;VO VWO-GYMNASIUMSTROOM Profiel Natuur en Techniek
